순위,상호,별점,별점 리뷰 개수,리뷰 개수,주소
25,순쌀빵 남천점,3.4,18건,39,부산 수영구 광안해변로 122
26,옵스 W스퀘어점,5.0,1건,2,부산 남구 분포로 145 스퀘어동 2층 2022호
27,더크로와상,5.0,9건,20,부산 남구 용소로21번길 56
28,바닷마을과자점,4.6,45건,142,부산 수영구 광남로48번길 43 1층
29,바게트제작소 전포점,3.7,36건,146,부산 부산진구 전포대로199번길 19 예원빌딩 1층 102호
30,쇼쿠팡,4.7,18건,29,부산 부산진구 서전로 11 1층
31,라온베이커리,3.2,6건,20,부산 남구 수영로 201
32,뚜레쥬르 부산부경대점,2.0,1건,2,부산 남구 용소로 38
33,낙타베이커리,4.7,23건,20,부산 남구 석포로86번길 80 1층
34,옵스 마린시티점,3.7,41건,64,부산 해운대구 마린시티1로 167 1층
35,와플대학 부산경성대캠퍼스,4.6,9건,12,부산 남구 수영로 274-17
36,뚜레쥬르 부산용당점,3.5,2건,1,부산 남구 유엔평화로 143
37,리틀베어베이크샵,4.5,11건,34,부산 남구 용소로19번길 21 아티카대연 1동 1층 102호
38,파리바게뜨 LG메트로점,0.0,0건,1,부산 남구 분포로 111 엘지메트로시티
39,뚜레쥬르 부산서면직영점,4.3,10건,22,부산 부산진구 중앙대로692번길 43
40,삼냥제과,4.8,6건,13,부산 남구 용주로6번길 26 1층
41,겐츠베이커리 대연점,4.0,1건,2,부산 남구 수영로 345 115동 1층 107-1호
42,파리바게뜨 부산남구청점,4.5,2건,2,부산 남구 못골로 42 1층
43,태성당,4.1,18건,484,부산 동구 중앙대로296번길 3-5 1층
44,홍미당 부산광안리점,2.5,8건,18,부산 수영구 광안해변로 225
45,페팽과자점,2.4,33건,167,부산 수영구 광서로 1
46,고래당,4.9,9건,55,부산 수영구 광안로41번길 12
47,메츠과자점 유엔직영점,4.3,3건,11,부산 남구 석포로 137 1층
48,구자윤과자점 연산점,3.5,13건,30,부산 연제구 쌍미천로156번길 1
49,뚜레쥬르 부산문현금융단지점,2.5,2건,0,부산 남구 문현금융로 22 1층
50,백구당,3.5,27건,46,부산 중구 중앙대로81번길 3
51,빠넴,4.4,5건,21,부산 남구 진남로25번길 28 1층
52,파리바게뜨 대연자이점,0.0,0건,0,부산 남구 유엔로 230 1층
53,브랑제리구젠,4.7,21건,28,부산 수영구 남천바다로 8 1층
54,뚜레쥬르 부산용호2호점,5.0,1건,1,부산 남구 용호로 144 1층
55,파리바게뜨 부산용호점,5.0,2건,2,부산 남구 용호로 135 1층
56,파리바게뜨 부산대연점,2.0,4건,4,부산 남구 수영로 229
57,덕선제과,4.7,15건,86,부산 부산진구 망양로 947-1
58,오븐의온도,4.6,46건,275,부산 부산진구 서전로38번길 43-13 101호
59,아틀리에 스미다,4.4,34건,115,부산 수영구 과정로41번길 20 메디플러스빌딩 1층 101호
60,겐츠베이커리 오륙도점,3.3,3건,0,부산 남구 오륙도로 85 오륙도sk뷰 주상가
61,루반도르 본점,2.7,24건,11,부산 동구 중앙대로 375-1
62,라브리랑스,4.2,6건,10,부산 남구 유엔평화로41번길 57 B동 1층
63,크라상점 부산서면점,4.9,17건,43,부산 부산진구 중앙대로680번길 19 1층
64,파리바게뜨 부산문현점,3.0,4건,1,부산 남구 수영로 37 1층
65,브레댄코 부산문현점,0.0,0건,4,부산 남구 진남로 204 1층
66,듀코비다이너,4.0,24건,276,부산 부산진구 전포대로199번길 9
67,보느파티쓰리,4.3,51건,143,부산 연제구 교대로 7 2층
68,베베케이크하우스,4.2,20건,114,부산 부산진구 서전로58번길 93 1층
69,자이콥21,4.1,9건,162,"부산 부산진구 전포대로176번길 12-7 1,2층"
70,플라잉스콘,2.3,46건,433,부산 해운대구 마린시티2로 33 해운대두산위브더제니스상가 1층 125호
71,마블스퀘어 대연,5.0,1건,7,부산 남구 못골로 28-1
72,뚜레쥬르 경성대점,5.0,1건,0,부산 남구 용소로 5
73,파리바게뜨 부산우암점,5.0,1건,2,부산 남구 우암로154번길 18 대진아파트 상가 1층
74,코코호도 부산남구청점,5.0,1건,1,부산 남구 못골로 45 1층 105호
75,올더어글리쿠키,,(30),40,부산 부산진구 전포대로 225
76,옛날그빵집,4.0,20건,28,부산 동래구 명안로 38-1 1층
77,복호두 용호빌리브점,5.0,1건,29,부산 남구 분포로 61 빌리브센트로 B동 1층 138호
78,스마일찹쌀꽈배기,4.0,4건,0,부산 남구 못골로 48
79,뚜레쥬르 용호메트로점,0.0,0건,0,"부산 남구 분포로 61 빌리브센트로 1층 140, 141호"
80,비엔씨 와이즈파크점,3.7,22건,15,부산 중구 광복로39번길 6 와이즈파크 1층
81,서희와제과 광안점,4.5,6건,76,부산 수영구 광남로 89 1층
82,파리바게뜨 문현역점,4.8,4건,2,부산 남구 전포대로 16 1층
83,데일리팡 대연점,0.0,0건,2,부산 남구 못골로 70 1층
84,소원빵집,4.5,13건,11,부산 수영구 남천바다로9번길 26 금련빌딩 1층
85,허대빵,3.7,7건,75,부산 부산진구 서전로37번길 26 1층
86,베이글베이크샵,4.8,9건,66,부산 부산진구 동성로 61-1
87,이흥용과자점 사직직영점,3.7,18건,44,부산 연제구 아시아드대로 90
88,두소녀,,(30),73,부산 수영구 수영로594번길 72 1층
89,스윗파이,5.0,4건,17,부산 남구 용소로19번길 16
90,똣,,(30),0,"부산 부산진구 동성로15번길 18 1,2층"
91,파리바게뜨 부산유엔점,1.0,3건,0,부산 남구 석포로 127-1
92,대단한탕후루 부산광안점,5.0,2건,48,부산 수영구 광안로 56
93,시엘로,3.6,8건,12,부산 수영구 남천동로 19
94,더구움당,3.0,4건,18,부산 부산진구 서전로58번길 98
95,경성찹쌀꽈배기 부경대&경성대점,0.0,0건,1,부산 남구 용소로 21 1층
96,빵장수단팥빵 서면점,2.7,6건,26,부산 부산진구 서면로 55 1층
97,프랑제리피어 부산서면점,3.2,9건,233,부산 부산진구 중앙대로 664 이랜드PEER서면 1층 101호
98,밀한줌 온천천점,4.2,22건,24,부산 동래구 온천천로471번길 7 104호
99,대단한탕후루 문현점,5.0,1건,2,부산 남구 전포대로 16
100,파리바게뜨 용호성모점,5.0,1건,1,부산 남구 용호로232번길 4
101,부부빵집,,(30),4,부산 연제구 명륜로 16 1층
102,다쿠아즈공장,5.0,14건,6,부산 부산진구 전포대로255번길 19 1층
103,송사부수제쌀고로케 부경대점,3.0,2건,6,부산 남구 수영로334번길 56
104,크리미,3.9,16건,79,부산 부산진구 서전로38번길 43-13
105,츄러스1500 문현점,4.0,1건,5,부산 남구 고동골로 6 1층
106,구자윤과자점,2.8,26건,23,부산 수영구 수영로705번길 15 1층
107,온다미,,(30),40,부산 부산진구 전포대로 264 2층
108,자미당 대연점,0.0,0건,4,부산 남구 유엔평화로 43
109,유봄제과,5.0,3건,11,부산 남구 유엔로157번나길 53
110,뚜레쥬르 부산대남교차로점,3.0,2건,2,부산 수영구 수영로 381
111,사랑해베이글 남천점,5.0,1건,33,부산 수영구 남천동로24번길 12
112,사오,5.0,5건,50,부산 부산진구 중앙대로680번가길 5 1층
113,프랑스베이커리,5.0,1건,2,부산 남구 동명로158번길 104
114,앨리스마카롱,3.4,5건,2,부산 남구 분포로 145 W스퀘어 2층 2054호
115,파리바게뜨 대연혁신점,1.0,4건,1,부산 남구 수영로325번길 11 마로니에타운 106호
116,김현태베이커리,5.0,6건,1,부산 남구 용호로 99 1층
117,파리바게뜨 부산감만점,0.0,0건,0,부산 남구 홍곡로 4 1층
118,만나찹쌀꽈배기 문현점,5.0,1건,6,부산 남구 고동골로 75 1층
119,빠다쏭케이크,0.0,0건,7,부산 남구 용소로7번길 77 3층 빠다쏭케이크
120,구자윤과자점 교대점,4.4,16건,141,부산 연제구 세병로 29 1층
