순위,상호,별점,별점 리뷰 개수,리뷰 개수,주소
25,바게트제작소 전포점,3.7,36건,146,부산 부산진구 전포대로199번길 19 예원빌딩 1층 102호
26,파리바게뜨 연산로타리점,1.8,4건,3,부산 연제구 반송로 15 1층
27,보타닉아덴,3.9,18건,155,부산 남구 전포대로 133 IFC부산 지하1층
28,초량온당,4.5,43건,295,부산 동구 초량중로 135 1층
29,이흥용과자점 문현직영점,4.1,26건,109,부산 남구 수영로39번길 2-1 1층
30,구자윤과자점,2.8,26건,23,부산 수영구 수영로705번길 15 1층
31,뚜레쥬르 부산시청점,2.4,12건,3,부산 부산진구 진연로 5
32,옵스 마린시티점,3.7,41건,64,부산 해운대구 마린시티1로 167 1층
33,양정마카롱,4.0,2건,25,부산 부산진구 양지로 12 1층
34,파리바게뜨 부산교대점,5.0,2건,1,부산 연제구 명륜로2번길 7 삼익퓨처타워 1층 106호
35,정항우케익 연산점,3.0,2건,3,부산 연제구 중앙대로 1131
36,뚜레쥬르 연산LG점,3.0,1건,0,부산 연제구 토곡로 29
37,라떼과자점,4.3,7건,8,부산 연제구 고분로 21
38,뚜레쥬르 부산서면직영점,4.3,10건,22,부산 부산진구 중앙대로692번길 43
39,세자매바른빵,4.9,7건,16,부산 부산진구 범양로120번길 6 1층
40,뚜레쥬르 연제이마트점,4.2,6건,1,부산 연제구 연수로 103 시청스마트더블유아파트 1층
41,파리바게뜨 거제현대점,1.0,2건,0,부산 연제구 법원북로 16 현대거제2차상가 107~108호
42,더베이베이커리,4.6,8건,89,부산 수영구 수영로510번길 30 1층
43,파리바게뜨 거제시장점,2.0,1건,0,부산 연제구 거제천로87번길 29
44,까까,5.0,2건,29,부산 연제구 월드컵대로145번길 73
45,스마일명품찹쌀꽈배기,5.0,3건,1,부산 연제구 고분로 18
46,임형민과자점,5.0,2건,2,부산 연제구 거제천로 113 1층
47,큐제,5.0,7건,20,"부산 연제구 중앙대로1043번길 34 1층 112,114호"
48,돼지팥빙수,0.0,0건,0,부산 연제구 거제천로255번가길 39
49,온화당,5.0,4건,15,부산 연제구 중앙대로1043번길 34 시청역SK뷰 상가동 1층 116호
50,연화제과,,(30),39,부산 부산진구 새싹로265번길 12 1층
51,파리바게뜨 연산연일점,5.0,2건,2,부산 연제구 고분로 30 1층
52,크림아일랜드,0.0,0건,36,부산 연제구 월드컵대로92번길 8 1층
53,스토리오브라망 교대점,0.0,0건,2,부산 연제구 교대로 8 1층
54,오븐의온도,4.6,46건,275,부산 부산진구 서전로38번길 43-13 101호
55,코코호도 연산점,0.0,0건,2,부산 연제구 세병로 39 1층
56,케잌하우스,5.0,5건,5,부산 연제구 월드컵대로 119
57,파리바게뜨 부산토곡점,3.0,5건,1,부산 연제구 과정로 145 부산센텀푸르지오 106동 2502호
58,달콤왕가탕후루 사직점,2.7,3건,20,부산 동래구 사직북로 4
59,이대명과 부산시청점,,(30),0,부산 연제구 중앙대로 1001 부산광역시청 1층 매점안
60,원더풀명품찹쌀꽈배기 연산점,5.0,1건,2,부산 연제구 거제천로230번길 70
61,파리바게뜨 부산배산점,0.0,0건,0,부산 연제구 연수로 215-1 1층
62,크라상점 부산서면점,4.9,17건,43,부산 부산진구 중앙대로680번길 19 1층
63,올더어글리쿠키,,(30),40,부산 부산진구 전포대로 225
64,겐츠베이커리 본점,3.4,19건,45,부산 남구 분포로 111 LG메트로시티주1상가 1층
65,메트르아티정,3.6,44건,92,부산 수영구 남천동로22번길 21
66,허대빵,3.7,7건,75,부산 부산진구 서전로37번길 26 1층
67,보꾸시루,5.0,1건,7,부산 연제구 중앙천로 68-1 2층
68,파리바게뜨 연산연동점,1.5,2건,0,부산 연제구 과정로 308 1층
69,듀코비다이너,4.0,24건,276,부산 부산진구 전포대로199번길 9
70,무슈뱅상,4.4,54건,101,부산 수영구 광남로48번길 19 1층
71,파리바게뜨 양정역점,2.3,3건,3,부산 부산진구 연수로 22-1 1층
72,플라잉스콘,2.3,46건,433,부산 해운대구 마린시티2로 33 해운대두산위브더제니스상가 1층 125호
73,베베케이크하우스,4.2,20건,114,부산 부산진구 서전로58번길 93 1층
74,아델라7 대연점,2.3,4건,7,부산 남구 황령대로319번나길 30 1층
75,베이글베이크샵,4.8,9건,66,부산 부산진구 동성로 61-1
76,자이콥21,4.1,9건,162,"부산 부산진구 전포대로176번길 12-7 1,2층"
77,프흐미에,5.0,2건,11,부산 연제구 월드컵대로10번길 8
78,고래당,4.9,9건,55,부산 수영구 광안로41번길 12
79,파리바게뜨 연산신리삼거리점,4.0,3건,4,부산 연제구 연수로 144 1층
80,온다미,,(30),40,부산 부산진구 전포대로 264 2층
81,빠리쟝베이커리,3.7,15건,33,부산 동래구 충렬대로237번길 74
82,다쿠아즈공장,5.0,14건,6,부산 부산진구 전포대로255번길 19 1층
83,파리바게뜨 거제월드점,0.0,0건,1,부산 연제구 거제천로 246
84,순쌀빵 남천점,3.4,18건,39,부산 수영구 광안해변로 122
85,씨트론과자점 본점,3.4,8건,13,부산 동래구 충렬대로107번길 54 럭키아파트상가 2-32호
86,달달한,5.0,2건,7,부산 연제구 토현로 6 망미주공아파트 가상가 206호
87,양하당,5.0,1건,9,부산 연제구 과정로278번길 34 1층
88,빵장수단팥빵 서면점,2.7,6건,26,부산 부산진구 서면로 55 1층
89,네상떼과자점,3.7,6건,2,부산 연제구 고분로 12
90,롤뺑드빠리,4.5,23건,69,부산 남구 용소로19번길 7 1층
91,아덴블랑제리 온천천점,5.0,2건,46,"부산 동래구 온천천로457번길 22 1,2층"
92,르쏭,5.0,1건,4,부산 연제구 과정로191번가길 21 1층
93,바닷마을과자점,4.6,45건,142,부산 수영구 광남로48번길 43 1층
94,홍미당 부산광안리점,2.5,8건,18,부산 수영구 광안해변로 225
95,빠리당,4.7,27건,66,부산 해운대구 센텀북대로 60 센텀아이에스타워 106호
96,코코로브레드 사직점,2.3,7건,20,부산 동래구 사직로70번길 70
97,파리바게뜨 부산부전역점,4.3,4건,15,부산 부산진구 동성로 144 1층
98,파리스과자점,4.0,2건,1,부산 연제구 중앙대로1065번길 2
99,크리미,3.9,16건,79,부산 부산진구 서전로38번길 43-13
100,두소녀,,(30),73,부산 수영구 수영로594번길 72 1층
101,더구움당,3.0,4건,18,부산 부산진구 서전로58번길 98
102,베이크어케이크,0.0,0건,3,부산 연제구 중앙대로 1130 1층 114호
103,파리바게뜨 부산양정점,2.0,4건,2,부산 부산진구 중앙대로 908 1층
104,우섭스토리,4.2,6건,7,부산 연제구 고분로 200 연산LG아파트상가 1층
105,프랑제리피어 부산서면점,3.2,9건,233,부산 부산진구 중앙대로 664 이랜드PEER서면 1층 101호
106,더블루베이커리,5.0,2건,56,부산 부산진구 동성로118번길 29 1층
107,온도케이크,3.0,2건,35,부산 동래구 충렬대로181번길 15 2층
108,똣,,(30),0,"부산 부산진구 동성로15번길 18 1,2층"
109,비건스토리,0.0,0건,7,부산 연제구 월드컵대로145번길 24 1층
110,브로쓰마카롱 동래점,4.9,12건,14,부산 동래구 명륜로138번길 25 1층
111,빵고래,4.5,10건,26,부산 수영구 연수로275번길 31 1층
112,김해덕베이커리,4.8,8건,25,부산 부산진구 새싹로 18-1 1층
113,사오,5.0,5건,50,부산 부산진구 중앙대로680번가길 5 1층
114,뚜주루과자점,3.3,7건,2,부산 수영구 광일로 22
115,옵스 롯데부산본점,3.2,13건,48,부산 부산진구 가야대로 772 지하 1층
116,소사베이커리,4.3,15건,119,부산 금정구 금정로119번길 14 1층
117,뚜레쥬르 부산사직점,5.0,3건,2,"부산 동래구 사직로 16 사직역삼정그린코아더베스트2차 209,210동"
118,태성당,4.1,18건,484,부산 동구 중앙대로296번길 3-5 1층
119,퍼프베이커리,4.0,26건,177,부산 부산진구 동천로 56 1층 102호
120,아몬드공방,0.0,0건,52,부산 연제구 월드컵대로99번길 37 7층 706호
